Epoch; Epoch Loss; Validation Loss; Learning Rate; 
Epoch: 001, Loss: 0.0000651775, Val Loss: 0.0000429377, LR: 0.0006250000, best model
Epoch: 002, Loss: 0.0000648577, Val Loss: 0.0000604300, LR: 0.0006250000
Epoch: 003, Loss: 0.0000648966, Val Loss: 0.0000445284, LR: 0.0006250000
Epoch: 004, Loss: 0.0000648241, Val Loss: 0.0000481623, LR: 0.0006250000
Epoch: 005, Loss: 0.0000647048, Val Loss: 0.0000435859, LR: 0.0006250000
Epoch: 006, Loss: 0.0000646650, Val Loss: 0.0000441587, LR: 0.0006250000
Epoch: 007, Loss: 0.0000645189, Val Loss: 0.0000442340, LR: 0.0006250000
Epoch: 008, Loss: 0.0000645895, Val Loss: 0.0000446334, LR: 0.0006250000
Epoch: 009, Loss: 0.0000643161, Val Loss: 0.0000459043, LR: 0.0006250000
Epoch: 010, Loss: 0.0000644945, Val Loss: 0.0000447874, LR: 0.0006250000
Epoch: 011, Loss: 0.0000642296, Val Loss: 0.0000447990, LR: 0.0006250000
Epoch: 012, Loss: 0.0000641845, Val Loss: 0.0000465317, LR: 0.0006250000
Epoch: 013, Loss: 0.0000641204, Val Loss: 0.0000430774, LR: 0.0006250000
Epoch: 014, Loss: 0.0000640653, Val Loss: 0.0000445113, LR: 0.0006250000
Epoch: 015, Loss: 0.0000639502, Val Loss: 0.0000452111, LR: 0.0006250000
Epoch: 016, Loss: 0.0000641124, Val Loss: 0.0000870314, LR: 0.0006250000
Epoch: 017, Loss: 0.0000642583, Val Loss: 0.0000441554, LR: 0.0006250000
Epoch: 018, Loss: 0.0000636470, Val Loss: 0.0000430106, LR: 0.0006250000
Epoch: 019, Loss: 0.0000636923, Val Loss: 0.0000493969, LR: 0.0006250000
Epoch: 020, Loss: 0.0000637024, Val Loss: 0.0000686335, LR: 0.0006250000
Epoch: 021, Loss: 0.0000638607, Val Loss: 0.0000435062, LR: 0.0006250000
Epoch: 022, Loss: 0.0000634847, Val Loss: 0.0000482835, LR: 0.0006250000
Epoch: 023, Loss: 0.0000636028, Val Loss: 0.0000433959, LR: 0.0006250000
Epoch: 024, Loss: 0.0000633826, Val Loss: 0.0000564052, LR: 0.0006250000
Epoch: 025, Loss: 0.0000632807, Val Loss: 0.0000443363, LR: 0.0006250000
Epoch: 026, Loss: 0.0000632059, Val Loss: 0.0000454169, LR: 0.0006250000
Epoch: 027, Loss: 0.0000632235, Val Loss: 0.0000572964, LR: 0.0006250000
Epoch: 028, Loss: 0.0000631535, Val Loss: 0.0000817521, LR: 0.0006250000
Epoch: 029, Loss: 0.0000631817, Val Loss: 0.0000428303, LR: 0.0006250000, best model
Epoch: 030, Loss: 0.0000629159, Val Loss: 0.0000420877, LR: 0.0006250000, best model
Epoch: 031, Loss: 0.0000628246, Val Loss: 0.0000437433, LR: 0.0006250000
Epoch: 032, Loss: 0.0000628622, Val Loss: 0.0000463061, LR: 0.0006250000
Epoch: 033, Loss: 0.0000628872, Val Loss: 0.0000435231, LR: 0.0006250000
Epoch: 034, Loss: 0.0000627795, Val Loss: 0.0000428526, LR: 0.0006250000
Epoch: 035, Loss: 0.0000627924, Val Loss: 0.0000487253, LR: 0.0006250000
Epoch: 036, Loss: 0.0000626934, Val Loss: 0.0000449911, LR: 0.0006250000
Epoch: 037, Loss: 0.0000626677, Val Loss: 0.0000633547, LR: 0.0006250000
Epoch: 038, Loss: 0.0000632718, Val Loss: 0.0000463029, LR: 0.0006250000
Epoch: 039, Loss: 0.0000623896, Val Loss: 0.0000420753, LR: 0.0006250000, best model
Epoch: 040, Loss: 0.0000623489, Val Loss: 0.0000424105, LR: 0.0006250000
Epoch: 041, Loss: 0.0000623930, Val Loss: 0.0000426520, LR: 0.0006250000
Epoch: 042, Loss: 0.0000624727, Val Loss: 0.0000843347, LR: 0.0006250000
Epoch: 043, Loss: 0.0000629608, Val Loss: 0.0000434096, LR: 0.0006250000
Epoch: 044, Loss: 0.0000621830, Val Loss: 0.0000482669, LR: 0.0006250000
Epoch: 045, Loss: 0.0000622378, Val Loss: 0.0000467582, LR: 0.0006250000
Epoch: 046, Loss: 0.0000623011, Val Loss: 0.0000431204, LR: 0.0006250000
Epoch: 047, Loss: 0.0000619729, Val Loss: 0.0000438879, LR: 0.0006250000
Epoch: 048, Loss: 0.0000620148, Val Loss: 0.0000421997, LR: 0.0006250000
Epoch: 049, Loss: 0.0000620903, Val Loss: 0.0000429383, LR: 0.0006250000
Epoch: 050, Loss: 0.0000619810, Val Loss: 0.0000474282, LR: 0.0006250000
Epoch: 051, Loss: 0.0000596685, Val Loss: 0.0000407092, LR: 0.0001562500, best model
Epoch: 052, Loss: 0.0000595005, Val Loss: 0.0000409837, LR: 0.0001562500
Epoch: 053, Loss: 0.0000594468, Val Loss: 0.0000410269, LR: 0.0001562500
Epoch: 054, Loss: 0.0000594130, Val Loss: 0.0000407090, LR: 0.0001562500, best model
Epoch: 055, Loss: 0.0000593403, Val Loss: 0.0000405305, LR: 0.0001562500, best model
Epoch: 056, Loss: 0.0000593543, Val Loss: 0.0000408566, LR: 0.0001562500
Epoch: 057, Loss: 0.0000592319, Val Loss: 0.0000405679, LR: 0.0001562500
Epoch: 058, Loss: 0.0000592066, Val Loss: 0.0000411215, LR: 0.0001562500
Epoch: 059, Loss: 0.0000592532, Val Loss: 0.0000412506, LR: 0.0001562500
Epoch: 060, Loss: 0.0000593294, Val Loss: 0.0000416204, LR: 0.0001562500
Epoch: 061, Loss: 0.0000591032, Val Loss: 0.0000405565, LR: 0.0001562500
Epoch: 062, Loss: 0.0000591264, Val Loss: 0.0000413479, LR: 0.0001562500
Epoch: 063, Loss: 0.0000590998, Val Loss: 0.0000407592, LR: 0.0001562500
Epoch: 064, Loss: 0.0000591718, Val Loss: 0.0000424118, LR: 0.0001562500
Epoch: 065, Loss: 0.0000591949, Val Loss: 0.0000407538, LR: 0.0001562500
Epoch: 066, Loss: 0.0000590491, Val Loss: 0.0000405598, LR: 0.0001562500
Epoch: 067, Loss: 0.0000590187, Val Loss: 0.0000401277, LR: 0.0001562500, best model
Epoch: 068, Loss: 0.0000589611, Val Loss: 0.0000409983, LR: 0.0001562500
Epoch: 069, Loss: 0.0000590127, Val Loss: 0.0000409010, LR: 0.0001562500
Epoch: 070, Loss: 0.0000590189, Val Loss: 0.0000407406, LR: 0.0001562500
Epoch: 071, Loss: 0.0000589715, Val Loss: 0.0000406974, LR: 0.0001562500
Epoch: 072, Loss: 0.0000589757, Val Loss: 0.0000405960, LR: 0.0001562500
Epoch: 073, Loss: 0.0000589566, Val Loss: 0.0000403938, LR: 0.0001562500
Epoch: 074, Loss: 0.0000589044, Val Loss: 0.0000404580, LR: 0.0001562500
Epoch: 075, Loss: 0.0000589829, Val Loss: 0.0000413541, LR: 0.0001562500
Epoch: 076, Loss: 0.0000589869, Val Loss: 0.0000405026, LR: 0.0001562500
Epoch: 077, Loss: 0.0000588266, Val Loss: 0.0000414538, LR: 0.0001562500
Epoch: 078, Loss: 0.0000589521, Val Loss: 0.0000403330, LR: 0.0001562500
Epoch: 079, Loss: 0.0000588854, Val Loss: 0.0000433702, LR: 0.0001562500
Epoch: 080, Loss: 0.0000588442, Val Loss: 0.0000407848, LR: 0.0001562500
Epoch: 081, Loss: 0.0000588127, Val Loss: 0.0000402655, LR: 0.0001562500
Epoch: 082, Loss: 0.0000590296, Val Loss: 0.0000546629, LR: 0.0001562500
Epoch: 083, Loss: 0.0000591941, Val Loss: 0.0000403495, LR: 0.0001562500
Epoch: 084, Loss: 0.0000587412, Val Loss: 0.0000407204, LR: 0.0001562500
Epoch: 085, Loss: 0.0000586995, Val Loss: 0.0000408267, LR: 0.0001562500
Epoch: 086, Loss: 0.0000587436, Val Loss: 0.0000401442, LR: 0.0001562500
Epoch: 087, Loss: 0.0000587730, Val Loss: 0.0000467855, LR: 0.0001562500
Epoch: 088, Loss: 0.0000587898, Val Loss: 0.0000406161, LR: 0.0001562500
Epoch: 089, Loss: 0.0000586952, Val Loss: 0.0000403580, LR: 0.0001562500
Epoch: 090, Loss: 0.0000587069, Val Loss: 0.0000404491, LR: 0.0001562500
Epoch: 091, Loss: 0.0000587306, Val Loss: 0.0000407863, LR: 0.0001562500
Epoch: 092, Loss: 0.0000587159, Val Loss: 0.0000413551, LR: 0.0001562500
Epoch: 093, Loss: 0.0000587175, Val Loss: 0.0000417400, LR: 0.0001562500
Epoch: 094, Loss: 0.0000586505, Val Loss: 0.0000407624, LR: 0.0001562500
Epoch: 095, Loss: 0.0000586103, Val Loss: 0.0000405094, LR: 0.0001562500
