Epoch; Epoch Loss; Validation Loss; Learning Rate; 
Epoch: 001, Loss: 0.0000527101, Val Loss: 0.0000835558, LR: 0.0002500000, best model
Epoch: 002, Loss: 0.0000526914, Val Loss: 0.0000834473, LR: 0.0002500000, best model
Epoch: 003, Loss: 0.0000527183, Val Loss: 0.0000836120, LR: 0.0002500000
Epoch: 004, Loss: 0.0000526854, Val Loss: 0.0000831767, LR: 0.0002500000, best model
Epoch: 005, Loss: 0.0000525700, Val Loss: 0.0000826182, LR: 0.0002500000, best model
Epoch: 006, Loss: 0.0000525845, Val Loss: 0.0000834978, LR: 0.0002500000
Epoch: 007, Loss: 0.0000525643, Val Loss: 0.0000833156, LR: 0.0002500000
Epoch: 008, Loss: 0.0000525816, Val Loss: 0.0000830881, LR: 0.0002500000
Epoch: 009, Loss: 0.0000525699, Val Loss: 0.0000818168, LR: 0.0002500000, best model
Epoch: 010, Loss: 0.0000524773, Val Loss: 0.0000829722, LR: 0.0002500000
Epoch: 011, Loss: 0.0000525520, Val Loss: 0.0000828014, LR: 0.0002500000
Epoch: 012, Loss: 0.0000524674, Val Loss: 0.0000839026, LR: 0.0002500000
Epoch: 013, Loss: 0.0000523634, Val Loss: 0.0000827146, LR: 0.0002500000
Epoch: 014, Loss: 0.0000524634, Val Loss: 0.0000822686, LR: 0.0002500000
Epoch: 015, Loss: 0.0000524341, Val Loss: 0.0000833703, LR: 0.0002500000
Epoch: 016, Loss: 0.0000524086, Val Loss: 0.0000830111, LR: 0.0002500000
Epoch: 017, Loss: 0.0000522862, Val Loss: 0.0000823371, LR: 0.0002500000
Epoch: 018, Loss: 0.0000522319, Val Loss: 0.0000829271, LR: 0.0002500000
Epoch: 019, Loss: 0.0000522281, Val Loss: 0.0000825744, LR: 0.0002500000
Epoch: 020, Loss: 0.0000522399, Val Loss: 0.0000821583, LR: 0.0002500000
Epoch: 021, Loss: 0.0000522949, Val Loss: 0.0000817349, LR: 0.0002500000, best model
Epoch: 022, Loss: 0.0000522135, Val Loss: 0.0000815637, LR: 0.0002500000, best model
Epoch: 023, Loss: 0.0000521787, Val Loss: 0.0000818975, LR: 0.0002500000
Epoch: 024, Loss: 0.0000521105, Val Loss: 0.0000818397, LR: 0.0002500000
Epoch: 025, Loss: 0.0000521121, Val Loss: 0.0000822656, LR: 0.0002500000
Epoch: 026, Loss: 0.0000520266, Val Loss: 0.0000836253, LR: 0.0002500000
Epoch: 027, Loss: 0.0000521327, Val Loss: 0.0000816406, LR: 0.0002500000
Epoch: 028, Loss: 0.0000520150, Val Loss: 0.0000821558, LR: 0.0002500000
Epoch: 029, Loss: 0.0000520280, Val Loss: 0.0000843447, LR: 0.0002500000
Epoch: 030, Loss: 0.0000520028, Val Loss: 0.0000832180, LR: 0.0002500000
Epoch: 031, Loss: 0.0000519993, Val Loss: 0.0000822841, LR: 0.0002500000
Epoch: 032, Loss: 0.0000519473, Val Loss: 0.0000822691, LR: 0.0002500000
Epoch: 033, Loss: 0.0000518658, Val Loss: 0.0000825010, LR: 0.0002500000
Epoch: 034, Loss: 0.0000519091, Val Loss: 0.0000812123, LR: 0.0002500000, best model
Epoch: 035, Loss: 0.0000518899, Val Loss: 0.0000818889, LR: 0.0002500000
Epoch: 036, Loss: 0.0000518492, Val Loss: 0.0000822065, LR: 0.0002500000
Epoch: 037, Loss: 0.0000517911, Val Loss: 0.0000819293, LR: 0.0002500000
Epoch: 038, Loss: 0.0000518217, Val Loss: 0.0000813086, LR: 0.0002500000
Epoch: 039, Loss: 0.0000517748, Val Loss: 0.0000814545, LR: 0.0002500000
Epoch: 040, Loss: 0.0000516852, Val Loss: 0.0000814273, LR: 0.0002500000
Epoch: 041, Loss: 0.0000517498, Val Loss: 0.0000814588, LR: 0.0002500000
Epoch: 042, Loss: 0.0000517311, Val Loss: 0.0000817411, LR: 0.0002500000
Epoch: 043, Loss: 0.0000516952, Val Loss: 0.0000810200, LR: 0.0002500000, best model
Epoch: 044, Loss: 0.0000515876, Val Loss: 0.0000818915, LR: 0.0002500000
Epoch: 045, Loss: 0.0000515989, Val Loss: 0.0000812984, LR: 0.0002500000
Epoch: 046, Loss: 0.0000515836, Val Loss: 0.0000819204, LR: 0.0002500000
Epoch: 047, Loss: 0.0000515934, Val Loss: 0.0000816178, LR: 0.0002500000
Epoch: 048, Loss: 0.0000515250, Val Loss: 0.0000810696, LR: 0.0002500000
Epoch: 049, Loss: 0.0000515040, Val Loss: 0.0000819914, LR: 0.0002500000
Epoch: 050, Loss: 0.0000515790, Val Loss: 0.0000812353, LR: 0.0002500000
Epoch: 051, Loss: 0.0000515177, Val Loss: 0.0000812205, LR: 0.0002500000
Epoch: 052, Loss: 0.0000515397, Val Loss: 0.0000817246, LR: 0.0002500000
Epoch: 053, Loss: 0.0000514515, Val Loss: 0.0000813866, LR: 0.0002500000
Epoch: 054, Loss: 0.0000513404, Val Loss: 0.0000807205, LR: 0.0002500000, best model
Epoch: 055, Loss: 0.0000514695, Val Loss: 0.0000814142, LR: 0.0002500000
Epoch: 056, Loss: 0.0000513520, Val Loss: 0.0000816999, LR: 0.0002500000
Epoch: 057, Loss: 0.0000514088, Val Loss: 0.0000810144, LR: 0.0002500000
Epoch: 058, Loss: 0.0000513191, Val Loss: 0.0000813778, LR: 0.0002500000
Epoch: 059, Loss: 0.0000513979, Val Loss: 0.0000822124, LR: 0.0002500000
Epoch: 060, Loss: 0.0000513485, Val Loss: 0.0000819083, LR: 0.0002500000
Epoch: 061, Loss: 0.0000513772, Val Loss: 0.0000804443, LR: 0.0002500000, best model
Epoch: 062, Loss: 0.0000512605, Val Loss: 0.0000810787, LR: 0.0002500000
Epoch: 063, Loss: 0.0000511830, Val Loss: 0.0000816695, LR: 0.0002500000
Epoch: 064, Loss: 0.0000512061, Val Loss: 0.0000818358, LR: 0.0002500000
Epoch: 065, Loss: 0.0000512582, Val Loss: 0.0000820633, LR: 0.0002500000
Epoch: 066, Loss: 0.0000511498, Val Loss: 0.0000809686, LR: 0.0002500000
Epoch: 067, Loss: 0.0000511395, Val Loss: 0.0000812317, LR: 0.0002500000
Epoch: 068, Loss: 0.0000511383, Val Loss: 0.0000828526, LR: 0.0002500000
